French, noun, programme, formes de genre et de nombre	['programme', 'programmes']	programme (noun) ||| programme
French, noun, parallèle, formes de genre et de nombre	['parallèle', 'parallèles']	parallèle (noun) ||| parallel
French, verb, agréer, infinitif, participe présent, participe passé	['agréer', 'agréant', 'agréé']	agréer (verb) ||| to authorize
French, verb, agréer, présent indicatif	['agréé', 'agréés', 'agréée', 'agréées', 'agréions', 'agréiez', 'agréèrent']	agréer (verb) ||| to authorize
French, verb, agréer, imparfait indicatif	['agréais', 'agréait', 'agréions', 'agréiez', 'agréaient']	agréer (verb) ||| to authorize
French, verb, agréer, impératif	['agréer', 'agréez', 'agréons']	agréer (verb) ||| to authorize
French, verb, agréer, futur simple	['agréerai', 'agréeras', 'agréera', 'agréerons', 'agréerez', 'agréeront']	agréer (verb) ||| to authorize
French, verb, agréer, subjonctif présent	['agréé', 'agréés', 'agréée', 'agréées', 'agréions', 'agréiez', 'agréent']	agréer (verb) ||| to authorize
French, verb, agréer, conditionnel présent	['agréerais', 'agréerait', 'agréerions', 'agréeriez', 'agréeraient']	agréer (verb) ||| to authorize
French, verb, agréer, passé simple	['agréai', 'agréas', 'agréa', 'agréâmes', 'agréâtes', 'agréèrent']	agréer (verb) ||| to authorize
French, verb, agréer, subjonctif imparfait	['agrée', 'agrées', 'agréeions', 'agréeiez', 'agréeent']	agréer (verb) ||| to authorize
French, noun, dupe, formes de genre et de nombre	['dupe', 'dupes']	dupe (noun) ||| cat's-paw
French, verb, pleurer, infinitif, participe présent, participe passé	['pleurer', 'pleurant', 'pleuré', 'pleurée', 'pleurés', 'pleurées']	pleurer (verb) ||| to weep
French, verb, pleurer, présent indicatif	['pleure', 'pleures', 'pleurons', 'pleurez', 'pleurent']	pleurer (verb) ||| to weep
French, verb, pleurer, imparfait indicatif	['pleurais', 'pleurait', 'pleurions', 'pleuriez', 'pleuraient']	pleurer (verb) ||| to weep
French, verb, pleurer, impératif	['pleure', 'pleurons', 'pleurez']	pleurer (verb) ||| to weep
French, verb, pleurer, futur simple	['pleurerai', 'pleureras', 'pleurera', 'pleurerons', 'pleurerez', 'pleureront']	pleurer (verb) ||| to weep
French, verb, pleurer, subjonctif présent	['pleure', 'pleures', 'pleurions', 'pleuriez', 'pleurent']	pleurer (verb) ||| to weep
French, verb, pleurer, conditionnel présent	['pleurerais', 'pleurerait', 'pleurerions', 'pleureriez', 'pleureraient']	pleurer (verb) ||| to weep
French, verb, pleurer, passé simple	['pleurai', 'pleuras', 'pleua', 'pleurâmes', 'pleurâtes', 'pleurèrent']	pleurer (verb) ||| to weep
French, verb, pleurer, subjonctif imparfait	['pleure', 'pleures', 'pleurions', 'pleuriez', 'pleurent']	pleurer (verb) ||| to weep
French, verb, créer, infinitif, participe présent, participe passé	['créer', 'créant', 'créé', 'créée', 'créés', 'créées']	créer (verb) ||| to establish
French, verb, créer, présent indicatif	['crée', 'crées', 'créons', 'créez', 'créent']	créer (verb) ||| to establish
French, verb, créer, imparfait indicatif	['créais', 'créait', 'créions', 'créiez', 'créaient']	créer (verb) ||| to establish
French, verb, créer, impératif	['crée', 'créons', 'créez']	créer (verb) ||| to establish
French, verb, créer, futur simple	['créerai', 'créeras', 'créera', 'créerons', 'créerez', 'créeront']	créer (verb) ||| to establish
French, verb, créer, subjonctif présent	['crée', 'crées', 'créions', 'créiez', 'créent']	créer (verb) ||| to establish
French, verb, créer, conditionnel présent	['créerais', 'créerait', 'créerions', 'créeriez', 'créeraient']	créer (verb) ||| to establish
French, verb, créer, passé simple	['créai', 'créas', 'créa', 'créâmes', 'créâtes', 'créèrent']	créer (verb) ||| to establish
French, verb, créer, subjonctif imparfait	['crée', 'crées', 'créions', 'créiez', 'créaient']	créer (verb) ||| to establish
French, noun, conquérant, formes de genre et de nombre	['conquérant', 'conquérante', 'conquérants', 'conquérantes']	conquérant (noun) ||| conqueror
French, verb, carboniser, infinitif, participe présent, participe passé	['carboniser', 'carbonisant', 'carbonisé', 'carbonisée', 'carbonisés', 'carbonisées']	carboniser (verb) ||| to char
French, verb, carboniser, présent indicatif	['carbonise', 'carbonises', 'carbonisons', 'carbonisez', 'carbonisent']	carboniser (verb) ||| to char
French, verb, carboniser, imparfait indicatif	['carbonisais', 'carbonisait', 'carbonisions', 'carbonisiez', 'carbonisaient']	carboniser (verb) ||| to char
French, verb, carboniser, impératif	['carbonisons', 'carbonisez', 'carbonisent']	carboniser (verb) ||| to char
French, verb, carboniser, futur simple	['carboniserai', 'carboniseras', 'carbonisera', 'carboniserons', 'carboniserez', 'carboniseront']	carboniser (verb) ||| to char
French, verb, carboniser, subjonctif présent	['carbonise', 'carbonises', 'carbonisions', 'carbonisiez', 'carbonisent']	carboniser (verb) ||| to char
French, verb, carboniser, conditionnel présent	['carboniserais', 'carboniserait', 'carboniserions', 'carboniseriez', 'carboniseraient']	carboniser (verb) ||| to char
French, verb, carboniser, passé simple	['carbonisai', 'carbonisas', 'carbonisa', 'carbonisâmes', 'carbonisâtes', 'carbonisèrent']	carboniser (verb) ||| to char
French, verb, carboniser, subjonctif imparfait	['carbonise', 'carbonises', 'carbonisions', 'carbonisez', 'carbonisent']	carboniser (verb) ||| to char
French, verb, consolider, infinitif, participe présent, participe passé	['consolider', 'consolidant', 'consolidé', 'consolidée', 'consolidés', 'consolidées']	consolider (verb) ||| to consolidate
French, verb, consolider, présent indicatif	['consolide', 'consolides', 'consolidons', 'consolidez', 'consolident']	consolider (verb) ||| to consolidate
French, verb, consolider, imparfait indicatif	['consolidais', 'consolidait', 'consolidions', 'consolidiez', 'consolidaient']	consolider (verb) ||| to consolidate
French, verb, consolider, impératif	['consolide', 'consolidez', 'consolidons']	consolider (verb) ||| to consolidate
French, verb, consolider, futur simple	['consoliderai', 'consolideras', 'consolidera', 'consoliderons', 'consoliderez', 'consolideront']	consolider (verb) ||| to consolidate
French, verb, consolider, subjonctif présent	['consolide', 'consolides', 'consolidions', 'consolidiez', 'consolident']	consolider (verb) ||| to consolidate
French, verb, consolider, conditionnel présent	['consoliderais', 'consoliderait', 'consoliderions', 'consolideriez', 'consolideraient']	consolider (verb) ||| to consolidate
French, verb, consolider, passé simple	['consolidai', 'consolida', 'consolidâmes', 'consolidâtes', 'consolidèrent']	consolider (verb) ||| to consolidate
French, verb, consolider, subjonctif imparfait	['consolide', 'consolides', 'consolidions', 'consolidiez', 'consolident']	consolider (verb) ||| to consolidate
French, noun, genièvre, formes de genre et de nombre	['genièvre', 'genièvres']	genièvre (noun) ||| jenever
French, noun, légiste, formes de genre et de nombre	['légiste', 'légistes']	légiste (noun) ||| examiner
French, noun, existence, formes de genre et de nombre	['existence', 'existences']	existence (noun) ||| existence
French, adj, maniable, formes de genre et de nombre	['maniable', 'maniables']	maniable (adj) ||| maneuverable
French, noun, ajout, formes de genre et de nombre	['ajout', 'ajouts']	ajout (noun) ||| addition
French, adj, émotionnel, formes de genre et de nombre	['émotionnel', 'émotionnelle', 'émotionnels', 'émotionnelles']	émotionnel (adj) ||| emotive
French, noun, pré-traitement, formes de genre et de nombre	['pré-traitement', 'pré-traitements']	pré-traitement (noun) ||| pretreatment
French, adj, approfondi, formes de genre et de nombre	['approfondi', 'approfondie', 'approfondis', 'approfondies']	approfondi (adj) ||| thorough
French, verb, se tromper, infinitif, participe présent, participe passé	['tromper', 'trompant', 'trompé', 'trompée', 'trompés', 'trompées']	se tromper (verb) ||| to mistake
French, verb, se tromper, présent indicatif	['trompe', 'trompes', 'trompons', 'trompez', 'trompent']	se tromper (verb) ||| to mistake
French, verb, se tromper, imparfait indicatif	['trompais', 'trompait', 'trompions', 'trompiez', 'trompaient']	se tromper (verb) ||| to mistake
